Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Morocco,MAR,Trade (% of GDP),NE.TRD.GNFS.ZS,54.62668742,59.16182679,85.12491729,80.02055856,71.89356675,67.28867593,71.12266038,74.17335788,77.25488752,75.99811588,68.84726822,74.95168025
Morocco,MAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.80000019,13.57999992,8.989999771,9.229999542,9.699999809,9.460000038,9.300000191,..,..,..,..,..
Morocco,MAR,GNI (current US$),NY.GNP.MKTP.CD,29318875496,38093597384,96282277131,1.05369E+11,1.16738E+11,1.08704E+11,1.10026E+11,1.16714E+11,1.25425E+11,1.26978E+11,1.20188E+11,1.40922E+11
Romania,ROU,"Population, total",SP.POP.TOTL,23201835,22442971,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648,19265250,19119880
Romania,ROU,Population growth (annual %),SP.POP.GROW,0.174176628,-0.12944004,-0.445177936,-0.371323063,-0.374575498,-0.470052228,-0.573660845,-0.578007015,-0.587493307,-0.526814822,-0.550759893,-0.757432344
Romania,ROU,Surface area (sq. km),AG.SRF.TOTL.K2,238390,238390,238390,238400,238400,238400,238400,238400,238400,238400,238400,..
Romania,ROU,Population density (people per sq. km of land area),EN.POP.DNST,101.1634402,97.70132341,87.20126511,86.87429031,86.53068063,86.12489569,85.63224531,85.13871262,84.63999478,84.19527121,83.73283206,..
Romania,ROU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,23,25.1,25.4,25.3,23.6,23.5,23.8,23.4,22.6,..
Romania,ROU,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,6.2,6.6,7,5.3,3.2,3.3,2.7,2.2,..,..
Romania,ROU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,..,38357283055,1.84516E+11,1.87652E+11,1.94244E+11,1.90389E+11,1.86377E+11,1.9656E+11,2.24306E+11,2.45521E+11,2.44757E+11,2.70677E+11
Romania,ROU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,1710,9200,9390,9760,9610,9460,10030,11520,12670,12700,14160
Romania,ROU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.22E+11,1.30423E+11,3.90571E+11,3.87564E+11,4.08893E+11,4.24008E+11,4.64782E+11,5.20325E+11,5.65174E+11,6.12406E+11,6.19864E+11,6.7424E+11
Romania,ROU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5260,5810,19470,19390,20540,21400,23590,26560,29020,31610,32180,35260
Romania,ROU,Income share held by lowest 20%,SI.DST.FRST.20,..,..,5.3,5,4.9,5.1,5.6,5.3,5.4,5.7,..,..
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.74121951,71.16341463,74.41219512,75.06341463,74.9097561,74.91219512,75.2097561,75.3097561,75.35853659,75.60731707,74.35365854,..
Romania,ROU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.83,1.31,1.52,1.46,1.56,1.62,1.69,1.71,1.76,1.77,1.6,..
Romania,ROU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,51.7282,37.409,36.561,36.491,36.421,36.351,36.281,36.211,35.535,34.859,34.183,..
Romania,ROU,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.8,99,99.5,96.6,95.4,94.3,95,93.5,93.1,93.1,..,..
Romania,ROU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,31.3,21.6,11.2,10.6,9.9,9.2,8.5,7.9,7.4,7.1,6.9,..
Romania,ROU,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,3.7,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,92,98,94,92,89,86,86,86,90,90,87,86
Romania,ROU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,90.17816162,93.34966278,97.3431778,..,..,95.17481995,91.86003113,..,85.22177124,85.28923035,85.29187012,..
Romania,ROU,"School enrollment, primary (% gross)",SE.PRM.ENRR,90.47953796,94.94425201,98.58544159,90.67223358,90.50681305,89.17204285,86.9076767,85.15087128,87.32537842,87.50295258,87.79219055,..
Romania,ROU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,98.51914215,79.77613068,97.51628113,96.64544678,94.41652679,92.92756653,91.14482117,91.25939178,89.06909943,88.07028198,87.1029892,..
Romania,ROU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.979770005,1.011309981,0.987150013,..,..,0.994530022,0.993669987,0.997160017,0.998149991,0.998179972,0.999409974,..
Romania,ROU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2
Romania,ROU,Forest area (sq. km),AG.LND.FRST.K2,63710,63660,66693.84,67465.76,68237.68,69009.6,69290.5,69290.5,69290.5,69290.5,69290.5,..
Romania,ROU,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,22.57996783,24.30993665,24.30993665,24.36196982,24.36226217,24.3622882
Romania,ROU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,48.1595092,22.77017461,15.29495045,15.14393582,14.82302973,15.25483719,15.04011326,15.98159509,15.13921661,15.13921661,..,..
Romania,ROU,Urban population growth (annual %),SP.URB.GROW,1.523033365,-0.419565624,-0.419233409,-0.439904419,-0.443190037,-0.494176791,-0.549538436,-0.511242828,-0.47260827,-0.367674303,-0.347574151,-0.508637204
Romania,ROU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2683.178895,1614.209768,1741.722606,1595.98939,1591.667659,..,..,..,..,..,..,..
Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.440359782,3.966498018,4.080658872,3.607441144,3.593353578,3.700112058,3.633591827,3.788405676,3.86105157,3.817434477,..,..
Romania,ROU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2924.596266,1987.66019,2604.243137,2494.533918,2584.411787,..,..,..,..,..,..,..
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,38995454545,37253259017,1.79133E+11,1.8979E+11,1.99712E+11,1.77882E+11,1.85287E+11,2.10147E+11,2.43317E+11,2.51019E+11,2.51362E+11,2.84088E+11
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,2.461263459,1.924993262,0.269963879,4.120674963,3.16050387,2.857546057,8.196506503,6.029019041,3.853163833,-3.677510791,5.100128197
Romania,ROU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,26.18020748,26.93244107,40.78771392,41.15427589,41.90022252,42.17167904,43.47692724,44.82183773,44.92892301,44.30286636,41.1825488,46.509288
Romania,ROU,Time required to start a business (days),IC.REG.DURS,..,..,8,8,8,8,12,12,35,20,..,..
Romania,ROU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,11.40061194,113.4223875,114.1701218,114.6238647,116.1454247,115.669301,113.7122045,115.4396415,116.1173683,116.1812357,118.6275646
Romania,ROU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,8.179879499,7.398175982,8.409232223,9.414147741,10.39244133,9.779590946,10.07718361,11.0725654,11.93703257,11.48793349
Romania,ROU,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,92.22222222,86.66666667,87.77777778,82.22223333,77.7778,81.11113333,81.11113333,78.88886667,84.44446667,..
Romania,ROU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,Net migration,SM.POP.NETM,-39265,-91807,-21485,-13890,-20445,-49612,-64002,-58735,-57865,-25453,-12724,-12724
Romania,ROU,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,..,96000000,733218617.5,4805772256,5083522749,5391416914,5929792425,6555658959,6983986125,8142029279,7625731191,9159745933
Romania,ROU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,10000,1037000000,3047569714,3854819398,3869197075,4317731472,6252035766,5952909608,7343560129,7365441774,3602418172,10456495594
Romania,ROU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,243399993.9,430769989,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,45.66659404,3.334922677,3.984712355,1.068309877,-0.594156437,-1.544796668,1.339021211,4.625484431,3.827854326,2.631073112,5.052328761
Romania,ROU,Consumer price index (2010 = 100),FP.CPI.TOTL,0.023388926,31.98222205,109.3172431,113.6732208,114.887603,114.2049909,112.440756,113.9463616,119.2169328,123.7803833,127.0371357,133.4554695
Romania,ROU,Trade (% of GDP),NE.TRD.GNFS.ZS,42.90709873,48.52132539,76.53923335,81.40162118,83.37870793,83.52116278,85.89397864,87.15615667,86.4706703,84.50306102,78.05911338,87.35839435
Romania,ROU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,6.96999979,6.789999962,7.099999905,6.800000191,6.809999943,5.900000095,4.929999828,4.190000057,3.910000086,5.03000021,5.590000153
Romania,ROU,GNI (current US$),NY.GNP.MKTP.CD,38852909091,37018920724,1.76171E+11,1.87004E+11,1.98771E+11,1.76014E+11,1.8279E+11,2.07139E+11,2.3887E+11,2.47449E+11,2.47472E+11,2.79289E+11
Hungary,HUN,"Population, total",SP.POP.TOTL,10373988,10210971,9920362,9893082,9866468,9843028,9814023,9787966,9775564,9771141,9750149,9709891
Hungary,HUN,Population growth (annual %),SP.POP.GROW,-1.033117297,-0.259764908,-0.516437607,-0.275368757,-0.269378767,-0.237855002,-0.295110605,-0.265860932,-0.126786952,-0.04525571,-0.215067837,-0.413751024
Hungary,HUN,Surface area (sq. km),AG.SRF.TOTL.K2,93030,93030,93030,93030,93030,93030,93030,93030,93030,93030,93030,..
Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,115.4332703,113.9362977,109.5809345,109.2795979,108.1138286,107.8569801,107.5391519,107.253627,107.1177296,107.0692636,106.8392395,..
Hungary,HUN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,14.5,13.4,12.8,12.3,12.3,12.7,..
Hungary,HUN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,0.3,0.2,0.7,0.6,1.3,0.6,0.2,0.3,..,..
Hungary,HUN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,..,47144492582,1.29798E+11,1.33746E+11,1.33743E+11,1.30198E+11,1.28561E+11,1.29048E+11,1.46459E+11,1.61892E+11,1.56322E+11,1.72211E+11
Hungary,HUN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,4620,13080,13520,13560,13230,13100,13180,14980,16570,16030,17740
Hungary,HUN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,1.14002E+11,2.21126E+11,2.35878E+11,2.42125E+11,2.51232E+11,2.66883E+11,2.77075E+11,2.99751E+11,3.18864E+11,3.15818E+11,3.46035E+11
Hungary,HUN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,11160,22290,23840,24540,25520,27190,28310,30660,32630,32390,35640
Hungary,HUN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,7.6,7.5,7.6,7.8,8,7.9,8.2,8,..,..
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.31560976,71.24634146,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,75.81707317,76.06585366,76.3195122,75.61707317,..
Hungary,HUN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.87,1.32,1.34,1.35,1.44,1.45,1.53,1.54,1.55,1.55,1.56,..
Hungary,HUN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,40.2462,22.8472,20.315,21.0478,21.7806,22.5134,23.2462,23.979,24.2756,24.5722,24.8688,..
Hungary,HUN,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.4,99.5,99,99.1,99.2,99.6,99.7,99.7,..,..,..,..
Hungary,HUN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,17.2,10.1,5.7,5.6,5.4,5.1,4.7,4.4,4.2,4.1,4,..
Hungary,HUN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,99,99,99,99,99,99,99,99,99,99
Hungary,HUN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,81.78333282,96.41895294,97.53672791,97.71341705,96.46964264,96.9503479,98.59475708,105.0500336,98.84925079,95.60597229,94.42460632,..
Hungary,HUN,"School enrollment, primary (% gross)",SE.PRM.ENRR,85.23039246,101.1199112,99.69792938,99.98496246,101.8569183,102.325119,101.8788071,100.8054733,96.76048279,95.49093628,95.93083954,..
Hungary,HUN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,87.28816986,96.13126373,98.06066132,104.7153473,104.1899109,103.0306168,102.7139511,103.4899597,103.9211578,103.2610092,103.0485077,..
Hungary,HUN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.003379941,0.998870015,0.986209989,1.00150001,1.001860023,1.00296998,0.993550003,0.999050021,0.994589984,0.99338001,0.989939988,..
Hungary,HUN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,Forest area (sq. km),AG.LND.FRST.K2,18139,19211.7,20521.62,20550.48,20579.34,20608.2,20587.3,20572.7,20559.2,20544.7,20530.1,..
Hungary,HUN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,22.60192715,22.59755816,22.59755816,22.598784,22.59737295,22.60095731
Hungary,HUN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,115.2047619,97.39222222,84.18333333,87.5,65.38333333,67.16666667,65.98333333,78.942,81.9743583,74.38458333,..,..
Hungary,HUN,Urban population growth (annual %),SP.URB.GROW,-0.990578862,-0.456240197,-0.056115994,0.118529731,0.121535685,0.150141441,0.099844437,0.133177105,0.279085902,0.36454098,0.200015936,0.006543419
Hungary,HUN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2774.492028,2448.140338,2365.553697,2271.947205,2314.496434,2432.751791,..,..,..,..,..,..
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.498947174,5.350127818,4.377864468,4.120050589,4.11798843,4.407180501,4.50885432,4.744601547,4.746529359,4.74663103,..,..
Hungary,HUN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3426.551101,3309.283711,3923.042324,3892.113701,3965.958233,..,..,..,..,..,..,..
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,..,47218405892,1.28814E+11,1.35684E+11,1.41034E+11,1.25174E+11,1.2861E+11,1.43112E+11,1.60565E+11,1.63989E+11,1.57182E+11,1.81848E+11
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.479194732,-1.250226023,1.802522101,4.232209806,3.707315979,2.201001893,4.271976016,5.362332259,4.85779236,-4.547263823,7.117315315
Hungary,HUN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,70.54871146,79.76926699,78.93528785,81.27112978,79.7939941,77.99918943,79.30895155,79.50569851,79.2369966,76.79978656,81.2447369
Hungary,HUN,Time required to start a business (days),IC.REG.DURS,..,..,7,7,7,7,7,7,7,7,..,..
Hungary,HUN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.025491543,30.15352299,116.7030517,117.1374199,118.8347046,100.5722734,101.3947585,101.5946158,102.7165638,105.1259564,105.9697831,105.549731
Hungary,HUN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,21.21960358,19.36887573,16.69018967,17.08323171,17.55908462,17.18286675,16.80992485,17.36304558,17.42573795,16.2573496
Hungary,HUN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,85.55555556,88.88888889,85.55555556,85.55556667,85.55556667,..,..,..,..,..
Hungary,HUN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,Net migration,SM.POP.NETM,17545,15478,16048,5296,11571,14166,-982,18044,31976,33559,9042,19870
Hungary,HUN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,..,363174029.7,3147775617,4159619081,4202893825,3953857949,4171221937,4123722118,4404806612,4964320442,3819835626,3486769081
Hungary,HUN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,553808999.9,2747712560,10815928328,-3586600505,13060104659,-5266437315,69681210262,-12133055293,-64364899191,98501590243,1.71368E+11,30180255285
Hungary,HUN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,67010002.14,252169998.2,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,28.36959965,9.803610169,5.652145171,1.73319985,-0.227566271,-0.06164468,0.394769307,2.348242812,2.850247926,3.338586354,3.326743858,5.110965344
Hungary,HUN,Consumer price index (2010 = 100),FP.CPI.TOTL,9.22940529,57.87701821,109.804191,111.7073171,111.4531089,111.384404,111.8241154,114.4500172,117.7121264,121.6420474,125.6887667,132.1126761
Hungary,HUN,Trade (% of GDP),NE.TRD.GNFS.ZS,..,137.4066012,165.6486679,164.3461104,168.3945965,167.320445,164.4039277,165.2285156,163.2615433,160.7825796,155.5283775,162.7918598
Hungary,HUN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.700000048,6.559999943,11,10.18000031,7.730000019,6.809999943,5.110000134,4.159999847,3.710000038,3.420000076,4.25,4.050000191
Hungary,HUN,GNI (current US$),NY.GNP.MKTP.CD,..,44475804737,1.23361E+11,1.31738E+11,1.34668E+11,1.19183E+11,1.25141E+11,1.37322E+11,1.54276E+11,1.59662E+11,1.53455E+11,1.7613E+11
South Africa,ZAF,"Population, total",SP.POP.TOTL,39877570,46813266,53145033,53873616,54729551,55876504,56422274,56641209,57339635,58087055,58801927,59392255
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,3.078393695,0.962864026,1.329158525,1.361621107,1.576294221,2.074016859,0.972003982,0.387278488,1.22553004,1.295073863,1.223179295,0.998920419
South Africa,ZAF,Surface area (sq. km),AG.SRF.TOTL.K2,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,..
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,32.87272173,38.59010131,43.80963737,44.41023832,45.11582076,46.0613013,46.51120197,46.6916791,47.26742039,47.88354945,48.47284785,..
South Africa,ZAF,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,38,..,..,55.5,..,..,..,..,..,..,..
South Africa,ZAF,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,36.8,..,..,20.5,..,..,..,..,..,..,..
South Africa,ZAF,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1.15173E+11,1.53695E+11,4.42089E+11,4.33471E+11,4.01843E+11,3.65988E+11,3.36464E+11,3.3718E+11,3.66217E+11,3.90862E+11,3.57871E+11,3.87776E+11
South Africa,ZAF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2890,3280,8320,8050,7340,6550,5960,5950,6390,6730,6090,6530
South Africa,ZAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.51233E+11,3.73742E+11,6.80727E+11,7.12858E+11,7.23516E+11,7.41514E+11,7.52968E+11,7.68263E+11,7.98422E+11,8.17692E+11,7.81612E+11,8.51942E+11
South Africa,ZAF,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,6300,7980,12810,13230,13220,13270,13350,13560,13920,14080,13290,14340
South Africa,ZAF,Income share held by lowest 20%,SI.DST.FRST.20,..,3.1,..,..,2.4,..,..,..,..,..,..,..
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.375,58.47,61.846,62.533,63.38,63.95,64.747,65.402,65.674,66.175,65.252,..
South Africa,ZAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.724,2.413,2.447,2.428,2.424,2.359,2.261,2.334,2.418,2.475,2.401,..
South Africa,ZAF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,96.2902,70.2842,71.976,71.1624,70.3488,69.5352,68.7216,67.908,67.8488,67.7896,67.7304,..
South Africa,ZAF,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,54.6,..,..,..,..,..
South Africa,ZAF,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,96.7,..,..,..,..,..
South Africa,ZAF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,60.9,71.5,41.5,39.3,37.6,36.3,35.2,34.6,33.9,33,32.2,..
South Africa,ZAF,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,5.1,5.9,5.5,..,..,..,..
South Africa,ZAF,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,79,72,79,78,84,86,84,81,81,83,84,87
South Africa,ZAF,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,81.04225159,..,..,..,90.11048889,87.25533295,..,90.34449768,91.99948883,..,..
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,104.8057404,101.489212,103.2292023,102.6704025,102.7049637,105.5703888,103.1849594,100.8647308,98.53890228,98.37447357,97.40912628,..
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,68.88433838,81.03299713,98.82685852,107.4904175,107.8041229,109.4440765,107.1769485,104.6979828,100.5111694,102.5566635,102.10186,..
South Africa,ZAF,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.047320008,1.012169957,0.998199999,1.01515007,1.016109943,0.955309987,1.017809987,1.01267004,1.003010035,1.002580047,1.009269953,..
South Africa,ZAF,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.8,11.3,17.2,17.5,17.9,18.2,18.4,18.5,18.6,18.6,18.4,18.3
South Africa,ZAF,Forest area (sq. km),AG.LND.FRST.K2,181420.9,177780.9,173412.9,173048.9,172684.9,172320.9,171956.9,171592.9,171228.9,170864.9,170500.9,..
South Africa,ZAF,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,12.98500928,10.26064859,10.26064859,11.80725567,12.43970258,12.48589801
South Africa,ZAF,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,29.66741071,28.421875,34.12311126,31.88839286,36.77008929,41.65178571,42.52232143,43.25892857,44.30803571,44.30803571,..,..
South Africa,ZAF,Urban population growth (annual %),SP.URB.GROW,4.106003041,1.810162329,2.16396302,2.181679686,2.386571512,2.873153342,1.760214053,1.163250053,1.989499664,2.047265766,1.965304746,1.728207354
South Africa,ZAF,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2280.882812,2329.283456,2621.186913,2593.835487,2686.376196,..,..,..,..,..,..,..
South Africa,ZAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.210508815,6.080754972,8.030477632,8.110092581,8.184426594,7.602658848,7.534967744,7.691396451,7.575039606,7.568640115,..,..
South Africa,ZAF,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3911.672652,4399.393967,4340.367989,4270.810409,4183.82749,..,..,..,..,..,..,..
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1.26048E+11,1.51753E+11,4.34401E+11,4.00886E+11,3.81199E+11,3.4671E+11,3.23586E+11,3.81449E+11,4.0416E+11,3.88532E+11,3.3762E+11,4.19015E+11
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.317760427,4.200000001,2.396232385,2.485468008,1.413826452,1.321862237,0.664552308,1.157946952,1.522329387,0.303453235,-6.342471148,4.913096682
South Africa,ZAF,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,16.67325919,21.81641842,28.443468,30.49574731,30.49895475,29.01303773,27.70516933,26.19585605,27.06507137,26.75729511,23.20067874,25.02416539
South Africa,ZAF,Time required to start a business (days),IC.REG.DURS,..,..,45,45,46,46,45,45,40,40,..,..
South Africa,ZAF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.014243596,17.81332668,128.6931179,142.6770351,144.8590927,157.4892588,146.0644426,156.2424453,161.1938374,166.9433215,163.1909795,168.9243909
South Africa,ZAF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,6.682809481,6.521140736,6.659055544,7.405393803,6.655423387,5.67818217,5.271878124,4.894243997,5.620867683,..
South Africa,ZAF,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,72.22222222,76.66666667,74.44444444,81.1111,82.22223333,75.55556667,75.55556667,75.55556667,81.11113333,..
South Africa,ZAF,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,26669342342,1.47944E+11,1.41621E+11,1.49309E+11,1.27739E+11,1.44048E+11,1.75007E+11,1.8018E+11,1.90735E+11,1.75411E+11,1.70015E+11
South Africa,ZAF,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,10.18218274,8.597992043,11.21204378,8.564365691,25.99016253,14.79317291,13.47730561,24.34112635,18.70864638,27.26552574,18.72938015
South Africa,ZAF,Net migration,SM.POP.NETM,231224,-80388,68846,63794,290874,644996,-866101,-10681,27265,22728,30852,10934
South Africa,ZAF,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,135594375.6,324663747.1,1084534306,970655337.2,913403103.7,825253479.9,755434048.9,873861160.6,929043381.1,890059293.7,810881604,926650843.7
South Africa,ZAF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-75722412.12,968831356,4626029122,8232518816,5791659020,1521139945,2215307020,2058579911,5569462350,5116098443,3153552569,41296138765
South Africa,ZAF,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,490010009.8,1065810059,1295339966,1077400024,1420270020,1180280029,1014809998,921140014.6,964950012.2,1202979980,..
